x-axis,1,2
second,Volt,Volt
+220.5000000E-03,-615.5778829E-03,+824.0577804E-03
+220.5005000E-03,-639.4472293E-03,+796.4195898E-03
+220.5010000E-03,-635.6783852E-03,+796.4195898E-03
+220.5015000E-03,-643.2160735E-03,+796.4195898E-03
+220.5020000E-03,-643.2160735E-03,+814.0075293E-03
+220.5025000E-03,-643.2160735E-03,+812.7512479E-03
+220.5030000E-03,-663.3165758E-03,+796.4195898E-03
+220.5035000E-03,-663.3165758E-03,+796.4195898E-03
+220.5040000E-03,-663.3165758E-03,+808.9824037E-03
+220.5045000E-03,-663.3165758E-03,+816.5200921E-03
+220.5050000E-03,-683.4170781E-03,+816.5200921E-03
+220.5055000E-03,-663.3165758E-03,+832.8517502E-03
+220.5060000E-03,-669.5979828E-03,+816.5200921E-03
+220.5065000E-03,-663.3165758E-03,+816.5200921E-03
+220.5070000E-03,-683.4170781E-03,+816.5200921E-03
+220.5075000E-03,-703.5175804E-03,+816.5200921E-03
+220.5080000E-03,-695.9798920E-03,+802.7009967E-03
+220.5085000E-03,-685.9296409E-03,+798.9321526E-03
+220.5090000E-03,-716.0803943E-03,+796.4195898E-03
+220.5095000E-03,-717.3366757E-03,+796.4195898E-03
+220.5100000E-03,-703.5175804E-03,+808.9824037E-03
+220.5105000E-03,-706.0301432E-03,+812.7512479E-03
+220.5110000E-03,-723.6180827E-03,+802.7009967E-03
+220.5115000E-03,-723.6180827E-03,+812.7512479E-03
+220.5120000E-03,-728.6432083E-03,+816.5200921E-03
+220.5125000E-03,-723.6180827E-03,+856.7210967E-03
+220.5130000E-03,-756.2813989E-03,+1.0099874267E+00
+220.5135000E-03,-739.9497408E-03,+1.1833542590E+00
+220.5140000E-03,-743.7185850E-03,+1.3793341564E+00
+220.5145000E-03,-743.7185850E-03,+1.5426507376E+00
+220.5150000E-03,-729.8994897E-03,+1.4861180749E+00
+220.5155000E-03,-746.2311478E-03,+1.3353643076E+00
+220.5160000E-03,-737.4371780E-03,+1.1381281288E+00
+220.5165000E-03,-763.8190873E-03,+971.0427035E-03
+220.5170000E-03,-763.8190873E-03,+796.4195898E-03
+220.5175000E-03,-780.1507454E-03,+796.4195898E-03
+220.5180000E-03,-770.1004943E-03,+790.1381828E-03
+220.5185000E-03,-783.9195896E-03,+796.4195898E-03
+220.5190000E-03,-783.9195896E-03,+796.4195898E-03
+220.5195000E-03,-783.9195896E-03,+792.6507456E-03
+220.5200000E-03,-783.9195896E-03,+776.3190875E-03
+220.5205000E-03,-806.5326547E-03,+792.6507456E-03
