x-axis,1,2
second,Volt,Volt
+218.500000E-03,-160.804018E-03,+13.633165940E+00
+218.502500E-03,-180.904521E-03,+13.796482524E+00
+218.505000E-03,-213.567837E-03,+13.771356896E+00
+218.507500E-03,-217.336681E-03,+13.934673480E+00
+218.510000E-03,-241.206028E-03,+13.771356896E+00
+218.512500E-03,-241.206028E-03,+13.771356896E+00
+218.515000E-03,-273.869344E-03,+13.771356896E+00
+218.517500E-03,-281.407032E-03,+13.771356896E+00
+218.520000E-03,-301.507534E-03,+13.771356896E+00
+218.522500E-03,-321.608037E-03,+13.771356896E+00
+218.525000E-03,-341.708539E-03,+13.771356896E+00
+218.527500E-03,-358.040197E-03,+13.733668453E+00
+218.530000E-03,-368.090448E-03,+13.771356896E+00
+218.532500E-03,-398.241202E-03,+13.796482524E+00
+218.535000E-03,-408.291453E-03,+13.896985037E+00
+218.537500E-03,-438.442206E-03,+13.934673480E+00
+218.540000E-03,-442.211051E-03,+13.771356896E+00
+218.542500E-03,-442.211051E-03,+13.771356896E+00
+218.545000E-03,-474.874367E-03,+13.834170966E+00
+218.547500E-03,-502.512557E-03,+13.771356896E+00
+218.550000E-03,-508.793964E-03,+13.771356896E+00
+218.552500E-03,-518.844216E-03,+13.771356896E+00
+218.555000E-03,-548.994969E-03,+13.896985037E+00
+218.557500E-03,-562.814064E-03,+13.633165940E+00
+218.560000E-03,-569.095471E-03,+13.834170966E+00
+218.562500E-03,-599.246225E-03,+13.771356896E+00
+218.565000E-03,-615.577883E-03,+13.695980011E+00
+218.567500E-03,-635.678385E-03,+13.771356896E+00
+218.570000E-03,-643.216074E-03,+13.771356896E+00
+218.572500E-03,-645.728636E-03,+13.771356896E+00
+218.575000E-03,-669.597983E-03,+13.896985037E+00
+218.577500E-03,-685.929641E-03,+13.771356896E+00
+218.580000E-03,-703.517580E-03,+13.695980011E+00
+218.582500E-03,-723.618083E-03,+13.771356896E+00
+218.585000E-03,-743.718585E-03,+13.896985037E+00
+218.587500E-03,-743.718585E-03,+13.796482524E+00
+218.590000E-03,-783.919590E-03,+13.771356896E+00
+218.592500E-03,-800.251248E-03,+13.771356896E+00
+218.595000E-03,-804.020092E-03,+13.896985037E+00
+218.597500E-03,-844.221096E-03,+13.771356896E+00
+218.600000E-03,-844.221096E-03,+13.834170966E+00
+218.602500E-03,-860.552755E-03,+13.934673480E+00
+218.605000E-03,-870.603006E-03,+13.771356896E+00
+218.607500E-03,-904.522603E-03,+13.595477497E+00
+218.610000E-03,-917.085417E-03,+13.896985037E+00
