x-axis,1,2
second,Volt,Volt
+220.995000000E-03,-442.211050540E-03,-176.728646969E-03
+220.995005000E-03,-477.386929560E-03,-176.477390691E-03
+220.995010000E-03,-404.522608733E-03,-176.728646969E-03
+220.995015000E-03,-442.211050540E-03,-177.432164550E-03
+220.995020000E-03,-442.211050540E-03,-178.085430874E-03
+220.995025000E-03,-444.723613327E-03,-177.432164550E-03
+220.995030000E-03,-437.185924966E-03,-176.628144458E-03
+220.995035000E-03,-442.211050540E-03,-176.628144458E-03
+220.995040000E-03,-477.386929560E-03,-176.628144458E-03
+220.995045000E-03,-482.412055135E-03,-179.040204734E-03
+220.995050000E-03,-474.874366773E-03,-176.628144458E-03
+220.995055000E-03,-442.211050540E-03,-178.336687153E-03
+220.995060000E-03,-442.211050540E-03,-176.728646969E-03
+220.995065000E-03,-407.035171520E-03,-178.085430874E-03
+220.995070000E-03,-477.386929560E-03,-177.432164550E-03
+220.995075000E-03,-442.211050540E-03,-177.532667061E-03
+220.995080000E-03,-442.211050540E-03,-178.085430874E-03
+220.995085000E-03,-442.211050540E-03,-175.924626878E-03
+220.995090000E-03,-474.874366773E-03,-177.432164550E-03
+220.995095000E-03,-442.211050540E-03,-176.628144458E-03
+220.995100000E-03,-437.185924966E-03,-178.889450966E-03
+220.995105000E-03,-442.211050540E-03,-177.934677107E-03
+220.995110000E-03,-442.211050540E-03,-178.889450966E-03
+220.995115000E-03,-442.211050540E-03,-177.432164550E-03
+220.995120000E-03,-477.386929560E-03,-177.532667061E-03
+220.995125000E-03,-442.211050540E-03,-177.432164550E-03
+220.995130000E-03,-477.386929560E-03,-177.432164550E-03
+220.995135000E-03,-437.185924966E-03,-177.281410783E-03
+220.995140000E-03,-442.211050540E-03,-178.236184642E-03
+220.995145000E-03,-404.522608733E-03,-177.281410783E-03
+220.995150000E-03,-442.211050540E-03,-178.336687153E-03
+220.995155000E-03,-442.211050540E-03,-178.236184642E-03
+220.995160000E-03,-442.211050540E-03,-178.236184642E-03
+220.995165000E-03,-442.211050540E-03,-178.236184642E-03
+220.995170000E-03,-437.185924966E-03,-176.628144458E-03
+220.995175000E-03,-442.211050540E-03,-178.236184642E-03
+220.995180000E-03,-442.211050540E-03,-177.130657015E-03
+220.995185000E-03,-404.522608733E-03,-178.085430874E-03
+220.995190000E-03,-442.211050540E-03,-176.477390691E-03
+220.995195000E-03,-442.211050540E-03,-177.532667061E-03
+220.995200000E-03,-442.211050540E-03,-176.628144458E-03
+220.995205000E-03,-442.211050540E-03,-179.040204734E-03
