# E / J, T / K, T / °C
527.2		86		-186
636.7		93		-180
900.5		103		-169
1027.3		113		-159
1087.3		123		-149
1026.3		133		-139
1097.8		143		-129
939.1		153		-120
1187.0		163		-109
1107.1		173		-99
1164.6		183		-89
1249.1		193		-79
1207.9		203		-70
1181.2		213		-60
1265.1		223		-50
1320.1		232		-40
1114.5		243		-30
1169.6		252		-20
1279.7		263		-9
1197.8		273		0
1321.0		283		9
1279.7		293		20
1294.3		303		30
